,board,first_player,move_history,winner,1,2,3,4,5,6,7,8,9
1642,"[[0, 0, 1], [0, 1, 1], [1, 1, 0]]",1,"[5, -4, 8, -5, 6, -3, 7, -9, 7]",1,5,-4,8,-5,6,-3,7,-9,7
1643,"[[0, 0, 1], [1, 0, 0], [1, 0, 1]]",0,"[-8, 5, -3, 5, -4, 9, -7, 7, -6]",0,-8,5,-3,5,-4,9,-7,7,-6
1644,"[[0, 0, 1], [0, -1, 1], [-1, 1, 1]]",1,"[5, -4, 8, -5, 7, -3, 9, 0, 0]",1,5,-4,8,-5,7,-3,9,0,0
1645,"[[1, 0, 0], [0, 1, 1], [0, -1, 1]]",0,"[-5, 7, -5, 6, -7, 3, -4, 9, 0]",1,-5,7,-5,6,-7,3,-4,9,0
1646,"[[1, -1, 0], [1, 1, 0], [0, 0, 1]]",0,"[-7, 5, -5, 9, -8, 6, -7, 3, 0]",1,-7,5,-5,9,-8,6,-7,3,0
1647,"[[1, 1, 1], [0, -1, -1], [-1, 0, -1]]",1,"[4, -5, 5, -8, 3, 0, 0, 0, 0]",1,4,-5,5,-8,3,0,0,0,0
1648,"[[0, -1, -1], [0, -1, 0], [1, 1, 1]]",0,"[-5, 8, -7, 9, -3, 7, 0, 0, 0]",1,-5,8,-7,9,-3,7,0,0,0
1649,"[[1, -1, 1], [0, 0, 0], [-1, 1, 0]]",0,"[-9, 8, -7, 5, -6, 3, -5, 0, 0]",0,-9,8,-7,5,-6,3,-5,0,0
1650,"[[1, 0, 0], [1, 0, -1], [1, -1, -1]]",0,"[-4, 3, -5, 5, -6, 7, 0, 0, 0]",1,-4,3,-5,5,-6,7,0,0,0
1651,"[[1, 1, 1], [-1, 0, 0], [0, -1, -1]]",0,"[-7, 3, -7, 4, -6, 5, 0, 0, 0]",1,-7,3,-7,4,-6,5,0,0,0
1652,"[[1, 0, 0], [0, 0, 1], [1, 1, 0]]",0,"[-5, 8, -5, 7, -4, 7, -9, 3, -6]",-1,-5,8,-5,7,-4,7,-9,3,-6
1653,"[[0, 0, -1], [0, 0, 1], [1, 1, 1]]",0,"[-4, 9, -6, 7, -3, 7, -5, 8, 0]",1,-4,9,-6,7,-3,7,-5,8,0
1654,"[[-1, 0, 1], [1, -1, 1], [0, 0, 1]]",1,"[5, -7, 5, -8, 7, -4, 9, 0, 0]",1,5,-7,5,-8,7,-4,9,0,0
1655,"[[1, -1, -1], [0, 0, 0], [-1, -1, 1]]",0,"[-6, 9, -7, 3, -5, 0, 0, 0, 0]",0,-6,9,-7,3,-5,0,0,0,0
1656,"[[-1, 0, 1], [-1, 1, -1], [1, -1, 0]]",1,"[7, -4, 5, -9, 6, 0, 0, 0, 0]",1,7,-4,5,-9,6,0,0,0,0
1657,"[[1, 0, -1], [1, 0, -1], [1, -1, 0]]",0,"[-9, 5, -6, 3, -4, 7, 0, 0, 0]",1,-9,5,-6,3,-4,7,0,0,0
1658,"[[0, -1, 1], [-1, 0, 1], [0, -1, 1]]",0,"[-7, 7, -6, 5, -3, 9, 0, 0, 0]",1,-7,7,-6,5,-3,9,0,0,0
1659,"[[1, 0, 1], [1, 0, 0], [0, 1, 1]]",1,"[5, -6, 8, -7, 9, -7, 5, -4, 3]",-1,5,-6,8,-7,9,-7,5,-4,3
1660,"[[0, 1, 0], [1, 0, 1], [1, 0, 0]]",0,"[-8, 7, -5, 7, -9, 5, -3, 4, -6]",0,-8,7,-5,7,-9,5,-3,4,-6
1661,"[[0, 0, 0], [1, -1, -1], [1, 1, 0]]",0,"[-5, 5, -9, 7, -3, 8, -4, 0, 0]",0,-5,5,-9,7,-3,8,-4,0,0
1662,"[[0, 0, 1], [0, 1, 1], [1, -1, -1]]",1,"[7, -5, 6, -4, 7, -3, 5, 0, 0]",1,7,-5,6,-4,7,-3,5,0,0
1663,"[[-1, -1, 1], [0, -1, 1], [-1, 0, 1]]",1,"[5, -8, 7, -5, 9, 0, 0, 0, 0]",1,5,-8,7,-5,9,0,0,0,0
1664,"[[1, 0, -1], [1, 1, 1], [0, -1, 0]]",1,"[7, -7, 6, -9, 3, -4, 5, 0, 0]",1,7,-7,6,-9,3,-4,5,0,0
1665,"[[-1, -1, 0], [-1, -1, 0], [1, 1, 1]]",1,"[9, -5, 8, -7, 7, 0, 0, 0, 0]",1,9,-5,8,-7,7,0,0,0,0
1666,"[[1, 0, 0], [1, 0, 1], [0, 0, 1]]",0,"[-7, 9, -4, 7, -8, 3, -5, 5, -6]",0,-7,9,-4,7,-8,3,-5,5,-6
1667,"[[1, 1, 1], [1, 0, 0], [0, -1, 0]]",0,"[-9, 5, -7, 4, -7, 3, -6, 5, 0]",1,-9,5,-7,4,-7,3,-6,5,0
1668,"[[0, 1, 0], [1, 0, 0], [0, 1, 1]]",0,"[-7, 5, -3, 8, -7, 9, -6, 4, -5]",0,-7,5,-3,8,-7,9,-6,4,-5
1669,"[[1, 0, 1], [1, -1, 0], [1, 0, 0]]",0,"[-8, 3, -9, 5, -4, 5, -7, 7, 0]",1,-8,3,-9,5,-4,5,-7,7,0
1670,"[[0, 0, 1], [1, 0, 0], [1, 0, 1]]",0,"[-6, 5, -3, 7, -7, 5, -8, 9, -4]",0,-6,5,-3,7,-7,5,-8,9,-4
1671,"[[1, 1, 0], [0, 0, -1], [0, 1, 1]]",1,"[3, -5, 4, -5, 9, -6, 8, -7, 0]",0,3,-5,4,-5,9,-6,8,-7,0
1672,"[[-1, 1, -1], [0, 0, 0], [1, 0, 1]]",0,"[-5, 7, -6, 4, -8, 9, -7, 0, 0]",0,-5,7,-6,4,-8,9,-7,0,0
1673,"[[0, 0, -1], [1, 0, 1], [1, 0, 1]]",1,"[7, -8, 7, -4, 9, -3, 5, -6, 0]",0,7,-8,7,-4,9,-3,5,-6,0
1674,"[[0, 0, 1], [1, 1, 1], [1, 0, 0]]",1,"[5, -4, 7, -8, 5, -3, 7, -9, 6]",1,5,-4,7,-8,5,-3,7,-9,6
1675,"[[0, 1, 1], [1, 1, 0], [0, 0, 1]]",1,"[5, -7, 4, -3, 6, -7, 5, -8, 9]",-1,5,-7,4,-3,6,-7,5,-8,9
1676,"[[0, 0, 0], [1, 0, 1], [0, 1, 1]]",0,"[-4, 9, -3, 5, -6, 8, -7, 7, -5]",0,-4,9,-3,5,-6,8,-7,7,-5
1677,"[[-1, -1, 0], [1, 1, 1], [0, 1, 0]]",1,"[7, -7, 5, -5, 8, -9, 6, 0, 0]",1,7,-7,5,-5,8,-9,6,0,0
1678,"[[1, 1, 0], [-1, 0, 0], [0, 1, 1]]",1,"[3, -7, 4, -7, 9, -6, 8, -5, 0]",0,3,-7,4,-7,9,-6,8,-5,0
1679,"[[1, 1, 0], [0, 0, 1], [1, 0, 0]]",0,"[-6, 7, -9, 4, -5, 3, -5, 7, -8]",-1,-6,7,-9,4,-5,3,-5,7,-8
1680,"[[0, 1, 0], [1, 0, 0], [1, 1, 1]]",1,"[9, -3, 5, -7, 4, -5, 7, -6, 8]",1,9,-3,5,-7,4,-5,7,-6,8
1681,"[[1, 0, 1], [0, 1, -1], [1, 0, 0]]",0,"[-8, 7, -9, 3, -5, 5, -4, 6, 0]",1,-8,7,-9,3,-5,5,-4,6,0
1682,"[[1, -1, -1], [-1, 1, 1], [0, 0, 0]]",1,"[7, -9, 6, -7, 3, -8, 0, 0, 0]",0,7,-9,6,-7,3,-8,0,0,0
1683,"[[1, 1, 0], [0, 0, 0], [1, -1, 1]]",1,"[3, -5, 4, -7, 9, -5, 7, -6, 0]",0,3,-5,4,-7,9,-5,7,-6,0
1684,"[[0, 1, 0], [1, 0, 1], [0, 1, -1]]",1,"[7, -6, 8, -3, 5, -5, 4, -7, 0]",0,7,-6,8,-3,5,-5,4,-7,0
1685,"[[-1, 0, -1], [-1, -1, 0], [1, 1, 1]]",1,"[9, -7, 8, -4, 7, 0, 0, 0, 0]",1,9,-7,8,-4,7,0,0,0,0
1686,"[[1, 1, -1], [0, 1, 0], [0, 0, 1]]",0,"[-7, 9, -7, 4, -5, 3, -8, 6, 0]",1,-7,9,-7,4,-5,3,-8,6,0
1687,"[[0, 1, 0], [1, 0, 1], [1, 0, 1]]",1,"[4, -5, 5, -6, 7, -3, 9, -8, 7]",-1,4,-5,5,-6,7,-3,9,-8,7
1688,"[[1, 0, 1], [-1, 1, 0], [1, 0, 0]]",0,"[-8, 6, -4, 5, -9, 3, -7, 7, 0]",1,-8,6,-4,5,-9,3,-7,7,0
1689,"[[1, 1, 0], [0, 0, 1], [1, 1, 0]]",1,"[8, -5, 7, -6, 3, -5, 4, -9, 7]",-1,8,-5,7,-6,3,-5,4,-9,7
1690,"[[1, 0, 1], [0, 0, 1], [0, 1, 0]]",0,"[-9, 8, -7, 5, -5, 7, -6, 3, -4]",-1,-9,8,-7,5,-5,7,-6,3,-4
1691,"[[0, -1, 0], [0, -1, 1], [0, 1, 1]]",0,"[-7, 8, -5, 7, -5, 9, -3, 0, 0]",0,-7,8,-5,7,-5,9,-3,0,0
1692,"[[1, 1, 0], [0, 0, 0], [1, 1, 0]]",0,"[-5, 8, -6, 3, -5, 7, -9, 4, -7]",0,-5,8,-6,3,-5,7,-9,4,-7
1693,"[[1, 0, 0], [-1, 1, 0], [-1, 1, 0]]",0,"[-5, 6, -7, 3, -4, 8, -9, 0, 0]",0,-5,6,-7,3,-4,8,-9,0,0
1694,"[[-1, -1, -1], [1, 1, 1], [0, 0, -1]]",1,"[6, -8, 5, -7, 7, 0, 0, 0, 0]",1,6,-8,5,-7,7,0,0,0,0
1695,"[[0, 1, 1], [0, 0, 0], [1, 0, 1]]",0,"[-5, 5, -7, 9, -3, 7, -8, 4, -6]",0,-5,5,-7,9,-3,7,-8,4,-6
1696,"[[0, 1, 0], [1, 0, 1], [0, 0, 1]]",0,"[-6, 5, -8, 9, -3, 7, -7, 4, -5]",0,-6,5,-8,9,-3,7,-7,4,-5
1697,"[[0, 0, 0], [-1, 1, 1], [0, -1, 1]]",0,"[-3, 9, -7, 7, -5, 6, -4, 0, 0]",0,-3,9,-7,7,-5,6,-4,0,0
1698,"[[-1, 0, 0], [1, 0, -1], [0, 1, 1]]",0,"[-7, 8, -6, 9, -4, 5, -5, 0, 0]",0,-7,8,-6,9,-4,5,-5,0,0
1699,"[[0, 0, 1], [0, 1, 1], [1, 1, 0]]",1,"[5, -9, 7, -4, 8, -5, 7, -3, 6]",1,5,-9,7,-4,8,-5,7,-3,6
1700,"[[1, 0, 1], [1, 0, 0], [1, 1, 0]]",1,"[8, -9, 5, -7, 3, -4, 5, -6, 7]",1,8,-9,5,-7,3,-4,5,-6,7
1701,"[[0, 0, -1], [-1, 0, 1], [1, 1, 1]]",1,"[9, -6, 8, -4, 7, -3, 7, 0, 0]",1,9,-6,8,-4,7,-3,7,0,0
1702,"[[1, 0, -1], [0, 0, 1], [1, 0, 1]]",1,"[9, -5, 7, -4, 7, -8, 3, -6, 0]",0,9,-5,7,-4,7,-8,3,-6,0
1703,"[[-1, 0, 1], [1, 1, 0], [1, 0, 0]]",0,"[-4, 5, -8, 7, -7, 6, -9, 5, 0]",1,-4,5,-8,7,-7,6,-9,5,0
1704,"[[0, 1, 0], [-1, 1, 0], [-1, 1, 1]]",1,"[9, -5, 8, -7, 4, -3, 6, 0, 0]",1,9,-5,8,-7,4,-3,6,0,0
1705,"[[0, 0, 1], [1, 0, 1], [0, -1, 1]]",0,"[-4, 5, -3, 9, -6, 5, -7, 7, 0]",1,-4,5,-3,9,-6,5,-7,7,0
1706,"[[0, -1, 1], [0, -1, 1], [-1, -1, 1]]",1,"[5, -3, 9, -5, 7, 0, 0, 0, 0]",1,5,-3,9,-5,7,0,0,0,0
1707,"[[1, 0, 1], [-1, 0, -1], [0, 0, 1]]",0,"[-4, 9, -7, 3, -8, 5, -6, 0, 0]",0,-4,9,-7,3,-8,5,-6,0,0
1708,"[[0, 1, 0], [1, 0, 1], [0, -1, 1]]",1,"[7, -6, 5, -3, 4, -7, 9, -5, 0]",0,7,-6,5,-3,4,-7,9,-5,0
1709,"[[-1, 1, 0], [1, 1, 0], [-1, -1, 0]]",1,"[6, -7, 4, -5, 5, -9, 0, 0, 0]",0,6,-7,4,-5,5,-9,0,0,0
1710,"[[1, 1, 1], [0, 0, -1], [0, 1, 0]]",0,"[-5, 4, -6, 3, -7, 8, -9, 5, 0]",1,-5,4,-6,3,-7,8,-9,5,0
1711,"[[-1, -1, 0], [1, 0, 1], [0, 0, 1]]",0,"[-7, 5, -8, 9, -5, 7, -6, 0, 0]",0,-7,5,-8,9,-5,7,-6,0,0
1712,"[[0, 1, 1], [0, 1, 0], [-1, 1, -1]]",1,"[8, -7, 4, -5, 5, -3, 6, 0, 0]",1,8,-7,4,-5,5,-3,6,0,0
1713,"[[0, 0, 1], [-1, -1, 1], [1, 0, 1]]",1,"[9, -8, 5, -4, 7, -3, 7, 0, 0]",1,9,-8,5,-4,7,-3,7,0,0
1714,"[[0, 0, 1], [1, 1, 0], [0, 1, 0]]",0,"[-4, 8, -7, 5, -7, 6, -9, 5, -3]",-1,-4,8,-7,5,-7,6,-9,5,-3
1715,"[[1, 1, 0], [1, 1, -1], [0, 0, 0]]",1,"[6, -7, 3, -5, 5, -8, 4, -9, 0]",0,6,-7,3,-5,5,-8,4,-9,0
1716,"[[0, 1, 0], [0, 1, -1], [1, 1, 0]]",0,"[-5, 7, -9, 4, -5, 6, -3, 8, 0]",1,-5,7,-9,4,-5,6,-3,8,0
1717,"[[1, -1, 0], [1, 0, 1], [1, 0, 0]]",0,"[-6, 7, -5, 3, -8, 7, -9, 5, 0]",1,-6,7,-5,3,-8,7,-9,5,0
1718,"[[0, -1, 0], [0, 0, 1], [1, 1, 1]]",0,"[-6, 7, -3, 9, -5, 7, -5, 8, 0]",1,-6,7,-3,9,-5,7,-5,8,0
1719,"[[-1, -1, 1], [1, -1, 1], [0, 0, 0]]",1,"[5, -7, 5, -9, 7, -8, 0, 0, 0]",0,5,-7,5,-9,7,-8,0,0,0
1720,"[[0, 1, 1], [0, 0, 1], [0, 1, -1]]",1,"[7, -6, 4, -3, 5, -7, 8, -5, 0]",0,7,-6,4,-3,5,-7,8,-5,0
1721,"[[-1, -1, 1], [0, 0, 1], [-1, 0, 1]]",0,"[-5, 5, -8, 7, -6, 9, 0, 0, 0]",1,-5,5,-8,7,-6,9,0,0,0
1722,"[[0, 0, 1], [1, 1, 0], [1, 0, 1]]",1,"[7, -7, 9, -8, 6, -3, 5, -4, 5]",1,7,-7,9,-8,6,-3,5,-4,5
1723,"[[1, 0, 0], [1, 0, 1], [-1, 0, 1]]",1,"[9, -8, 5, -5, 7, -4, 3, -6, 0]",0,9,-8,5,-5,7,-4,3,-6,0
1724,"[[1, 0, 0], [1, 0, -1], [0, -1, 1]]",0,"[-4, 3, -7, 5, -6, 9, -5, 0, 0]",0,-4,3,-7,5,-6,9,-5,0,0
1725,"[[0, 1, 0], [0, 1, 0], [1, 1, -1]]",0,"[-7, 6, -5, 7, -5, 8, -3, 4, 0]",1,-7,6,-5,7,-5,8,-3,4,0
1726,"[[-1, 1, 0], [1, 0, -1], [0, 1, 0]]",0,"[-5, 4, -9, 5, -7, 8, -6, 0, 0]",0,-5,4,-9,5,-7,8,-6,0,0
1727,"[[0, 1, 1], [0, 1, 0], [0, 0, 1]]",0,"[-7, 4, -3, 5, -8, 6, -7, 9, -5]",0,-7,4,-3,5,-8,6,-7,9,-5
1728,"[[0, 0, 1], [1, 1, 1], [0, 1, 0]]",1,"[7, -3, 5, -4, 8, -9, 6, -7, 5]",1,7,-3,5,-4,8,-9,6,-7,5
1729,"[[1, 0, 1], [0, 1, 1], [0, 1, 0]]",1,"[7, -4, 6, -9, 8, -7, 5, -5, 3]",-1,7,-4,6,-9,8,-7,5,-5,3
1730,"[[1, 1, 0], [0, 0, 1], [1, 0, 1]]",1,"[9, -5, 7, -8, 3, -5, 4, -6, 7]",-1,9,-5,7,-8,3,-5,4,-6,7
1731,"[[0, 1, 0], [1, 1, 0], [1, 0, 1]]",1,"[4, -5, 5, -3, 6, -8, 9, -7, 7]",-1,4,-5,5,-3,6,-8,9,-7,7
1732,"[[0, 0, 1], [0, 1, 1], [1, 0, -1]]",0,"[-5, 7, -4, 5, -8, 7, -3, 6, 0]",1,-5,7,-4,5,-8,7,-3,6,0
1733,"[[0, -1, -1], [1, 1, 1], [-1, 0, -1]]",1,"[6, -8, 7, -3, 5, 0, 0, 0, 0]",1,6,-8,7,-3,5,0,0,0,0
1734,"[[0, -1, 1], [0, 1, 0], [1, 1, -1]]",1,"[7, -5, 8, -3, 6, -7, 5, 0, 0]",1,7,-5,8,-3,6,-7,5,0,0
1735,"[[0, 0, 1], [1, 1, 0], [0, 1, 1]]",1,"[5, -7, 6, -4, 9, -7, 8, -3, 5]",-1,5,-7,6,-4,9,-7,8,-3,5
1736,"[[0, 0, 0], [1, 1, -1], [-1, 1, -1]]",1,"[8, -3, 5, -4, 6, -5, 0, 0, 0]",0,8,-3,5,-4,6,-5,0,0,0
1737,"[[0, 1, 1], [0, 1, 0], [0, 0, 1]]",0,"[-5, 4, -7, 5, -7, 6, -8, 9, -3]",0,-5,4,-7,5,-7,6,-8,9,-3
1738,"[[1, 0, 0], [0, 1, 1], [0, 1, 0]]",0,"[-4, 6, -9, 7, -5, 3, -5, 8, -7]",-1,-4,6,-9,7,-5,3,-5,8,-7
1739,"[[0, 0, -1], [1, 1, 1], [-1, 1, 0]]",1,"[8, -9, 7, -3, 6, -4, 5, 0, 0]",1,8,-9,7,-3,6,-4,5,0,0
1740,"[[1, 1, 1], [0, 0, 1], [-1, 0, -1]]",1,"[3, -5, 4, -6, 7, -8, 5, 0, 0]",1,3,-5,4,-6,7,-8,5,0,0
1741,"[[1, 1, 0], [1, -1, 0], [0, -1, 0]]",0,"[-7, 4, -5, 5, -7, 3, -9, 0, 0]",0,-7,4,-5,5,-7,3,-9,0,0
1742,"[[0, 0, 1], [1, 1, -1], [1, 0, 0]]",0,"[-3, 5, -9, 5, -8, 6, -4, 7, 0]",1,-3,5,-9,5,-8,6,-4,7,0
1743,"[[-1, 1, 0], [1, -1, 0], [1, -1, 0]]",1,"[7, -9, 5, -5, 4, -7, 0, 0, 0]",0,7,-9,5,-5,4,-7,0,0,0
1744,"[[-1, 0, 1], [-1, 0, 1], [1, 0, 0]]",0,"[-8, 7, -4, 7, -9, 5, -6, 0, 0]",0,-8,7,-4,7,-9,5,-6,0,0
1745,"[[1, 0, 0], [0, 1, 1], [1, 0, 1]]",1,"[7, -5, 7, -4, 3, -8, 9, -5, 6]",1,7,-5,7,-4,3,-8,9,-5,6
1746,"[[1, 0, 0], [1, 1, -1], [1, 0, 0]]",0,"[-9, 5, -4, 6, -5, 3, -8, 7, 0]",1,-9,5,-4,6,-5,3,-8,7,0
1747,"[[0, 1, -1], [0, -1, 1], [0, 0, 1]]",0,"[-7, 4, -3, 9, -8, 7, -5, 0, 0]",0,-7,4,-3,9,-8,7,-5,0,0
1748,"[[1, 0, 0], [0, 1, 1], [0, 1, 1]]",1,"[8, -4, 6, -5, 3, -5, 7, -7, 9]",1,8,-4,6,-5,3,-5,7,-7,9
1749,"[[-1, 1, 0], [1, 1, 0], [1, 0, 0]]",1,"[5, -8, 7, -9, 4, -7, 6, -5, 0]",0,5,-8,7,-9,4,-7,6,-5,0
1750,"[[1, 0, 1], [1, 1, 0], [0, 0, 0]]",0,"[-4, 6, -9, 3, -7, 5, -7, 5, -8]",0,-4,6,-9,3,-7,5,-7,5,-8
1751,"[[0, 1, 0], [0, 1, 1], [1, 1, 0]]",1,"[7, -9, 8, -3, 7, -5, 4, -5, 6]",1,7,-9,8,-3,7,-5,4,-5,6
1752,"[[0, 1, 0], [1, 1, 0], [1, 0, 1]]",1,"[5, -7, 4, -8, 9, -3, 7, -5, 6]",-1,5,-7,4,-8,9,-3,7,-5,6
1753,"[[0, 0, 1], [0, 1, 1], [0, 1, 0]]",0,"[-4, 8, -9, 5, -7, 7, -5, 6, -3]",0,-4,8,-9,5,-7,7,-5,6,-3
1754,"[[1, 0, 0], [-1, 0, 1], [1, 0, 1]]",1,"[7, -8, 7, -5, 3, -4, 9, -6, 0]",0,7,-8,7,-5,3,-4,9,-6,0
1755,"[[0, 1, 0], [0, 1, 0], [1, 1, 1]]",1,"[9, -5, 4, -3, 7, -5, 6, -7, 8]",1,9,-5,4,-3,7,-5,6,-7,8
1756,"[[0, 1, -1], [0, 0, 1], [1, -1, 0]]",0,"[-5, 4, -9, 7, -6, 7, -3, 0, 0]",0,-5,4,-9,7,-6,7,-3,0,0
1757,"[[0, 1, 1], [1, 0, 0], [0, 1, 0]]",0,"[-7, 5, -7, 8, -3, 5, -6, 4, -9]",0,-7,5,-7,8,-3,5,-6,4,-9
1758,"[[1, 0, 0], [0, 0, 1], [0, 1, 1]]",0,"[-5, 9, -6, 3, -5, 8, -4, 7, -7]",0,-5,9,-6,3,-5,8,-4,7,-7
1759,"[[-1, 1, 0], [0, 1, -1], [-1, 1, 0]]",0,"[-9, 4, -5, 6, -5, 8, 0, 0, 0]",1,-9,4,-5,6,-5,8,0,0,0
1760,"[[-1, -1, 0], [1, 1, 1], [0, 0, 1]]",1,"[5, -7, 9, -5, 6, -8, 7, 0, 0]",1,5,-7,9,-5,6,-8,7,0,0
1761,"[[-1, -1, 1], [0, 0, 1], [-1, 0, 1]]",0,"[-8, 7, -5, 9, -6, 5, 0, 0, 0]",1,-8,7,-5,9,-6,5,0,0,0
1762,"[[1, -1, 0], [0, 0, -1], [0, 1, 1]]",0,"[-7, 8, -6, 3, -5, 9, -5, 0, 0]",0,-7,8,-6,3,-5,9,-5,0,0
1763,"[[1, 0, -1], [0, 1, -1], [-1, 0, 1]]",0,"[-8, 3, -5, 9, -4, 6, 0, 0, 0]",1,-8,3,-5,9,-4,6,0,0,0
1764,"[[0, 1, 0], [-1, 1, 0], [1, -1, 0]]",0,"[-3, 4, -5, 6, -9, 7, -7, 0, 0]",0,-3,4,-5,6,-9,7,-7,0,0
1765,"[[1, 1, 1], [-1, 0, -1], [-1, -1, 0]]",1,"[5, -6, 4, -9, 3, 0, 0, 0, 0]",1,5,-6,4,-9,3,0,0,0,0
1766,"[[0, -1, 1], [1, 0, 0], [1, 1, 0]]",1,"[8, -9, 5, -7, 5, -3, 7, -6, 0]",0,8,-9,5,-7,5,-3,7,-6,0
1767,"[[1, 0, 1], [1, 0, 0], [1, -1, 0]]",0,"[-9, 5, -6, 5, -4, 7, -7, 3, 0]",1,-9,5,-6,5,-4,7,-7,3,0
1768,"[[0, 1, 1], [1, 1, -1], [0, 0, 0]]",1,"[6, -7, 5, -3, 4, -9, 5, -8, 0]",0,6,-7,5,-3,4,-9,5,-8,0
1769,"[[1, 1, 1], [0, 0, 1], [0, 0, -1]]",0,"[-8, 7, -6, 4, -5, 5, -7, 3, 0]",1,-8,7,-6,4,-5,5,-7,3,0
1770,"[[1, -1, 0], [1, 0, -1], [1, 0, -1]]",0,"[-8, 7, -6, 3, -5, 5, 0, 0, 0]",1,-8,7,-6,3,-5,5,0,0,0
1771,"[[0, 1, 1], [0, 1, 0], [0, 0, 1]]",0,"[-8, 4, -7, 5, -3, 6, -5, 9, -7]",0,-8,4,-7,5,-3,6,-5,9,-7
1772,"[[1, 1, 0], [1, 0, 1], [1, 0, 0]]",1,"[7, -5, 4, -8, 3, -9, 7, -6, 5]",1,7,-5,4,-8,3,-9,7,-6,5
1773,"[[0, 0, 0], [-1, 1, 1], [0, 1, 1]]",1,"[9, -5, 6, -4, 7, -7, 8, -3, 0]",0,9,-5,6,-4,7,-7,8,-3,0
1774,"[[1, 0, 1], [0, 1, 1], [0, 1, 0]]",1,"[8, -5, 7, -9, 6, -4, 5, -7, 3]",-1,8,-5,7,-9,6,-4,5,-7,3
1775,"[[1, 1, 1], [0, -1, 0], [-1, 1, 0]]",1,"[3, -7, 8, -5, 5, -9, 4, 0, 0]",1,3,-7,8,-5,5,-9,4,0,0
1776,"[[-1, 0, 1], [-1, 1, -1], [1, 0, -1]]",1,"[5, -4, 7, -8, 6, 0, 0, 0, 0]",1,5,-4,7,-8,6,0,0,0,0
1777,"[[-1, 1, 0], [-1, 1, 0], [1, 0, 0]]",0,"[-8, 6, -9, 4, -5, 7, -7, 0, 0]",0,-8,6,-9,4,-5,7,-7,0,0
1778,"[[1, 1, 0], [0, 0, 0], [1, 1, -1]]",1,"[4, -7, 3, -6, 8, -5, 7, -5, 0]",0,4,-7,3,-6,8,-5,7,-5,0
1779,"[[1, 1, 1], [0, 0, -1], [0, 1, 0]]",0,"[-5, 3, -9, 8, -6, 4, -7, 5, 0]",1,-5,3,-9,8,-6,4,-7,5,0
1780,"[[1, 1, 1], [0, -1, -1], [0, 0, 1]]",1,"[3, -8, 9, -7, 4, -5, 5, 0, 0]",1,3,-8,9,-7,4,-5,5,0,0
1781,"[[1, 1, 0], [0, 1, 1], [1, 0, 0]]",1,"[7, -5, 3, -9, 7, -8, 4, -5, 6]",-1,7,-5,3,-9,7,-8,4,-5,6
1782,"[[-1, 0, 1], [1, 0, -1], [-1, 0, -1]]",0,"[-6, 5, -8, 5, -4, 0, 0, 0, 0]",0,-6,5,-8,5,-4,0,0,0,0
1783,"[[0, 1, 1], [1, 0, 0], [1, 0, 1]]",1,"[5, -3, 4, -7, 7, -6, 5, -8, 9]",-1,5,-3,4,-7,7,-6,5,-8,9
1784,"[[1, 1, -1], [0, 1, -1], [0, 0, 0]]",0,"[-5, 6, -7, 3, -8, 4, -9, 0, 0]",0,-5,6,-7,3,-8,4,-9,0,0
1785,"[[0, 0, 1], [1, -1, 1], [0, 0, 1]]",0,"[-7, 9, -4, 7, -3, 5, -8, 5, 0]",1,-7,9,-4,7,-3,5,-8,5,0
1786,"[[-1, 1, 1], [0, 1, 1], [0, 0, 0]]",1,"[6, -9, 5, -7, 4, -5, 7, -8, 0]",0,6,-9,5,-7,4,-5,7,-8,0
1787,"[[0, -1, 1], [1, 0, -1], [-1, -1, 0]]",0,"[-6, 5, -9, 5, -3, 0, 0, 0, 0]",0,-6,5,-9,5,-3,0,0,0,0
1788,"[[1, 0, 1], [0, 0, -1], [1, 0, 1]]",1,"[9, -5, 3, -4, 7, -8, 5, -6, 0]",0,9,-5,3,-4,7,-8,5,-6,0
1789,"[[1, 0, 0], [0, 1, -1], [0, 1, 1]]",0,"[-5, 8, -7, 9, -4, 6, -5, 3, 0]",1,-5,8,-7,9,-4,6,-5,3,0
1790,"[[0, 1, 1], [0, -1, 1], [0, 1, 0]]",1,"[7, -5, 8, -3, 5, -9, 4, -7, 0]",0,7,-5,8,-3,5,-9,4,-7,0
1791,"[[1, 1, 0], [1, 0, 0], [1, 0, 1]]",1,"[3, -8, 9, -6, 4, -7, 5, -5, 7]",1,3,-8,9,-6,4,-7,5,-5,7
1792,"[[0, 0, 1], [0, 1, 0], [0, 1, 1]]",0,"[-7, 9, -7, 6, -5, 5, -4, 8, -3]",0,-7,9,-7,6,-5,5,-4,8,-3
1793,"[[0, 1, 0], [0, 0, 1], [1, 1, 1]]",1,"[7, -3, 4, -5, 9, -5, 7, -6, 8]",1,7,-3,4,-5,9,-5,7,-6,8
1794,"[[-1, 0, 1], [0, -1, 1], [-1, 0, 1]]",0,"[-8, 5, -5, 9, -4, 7, 0, 0, 0]",1,-8,5,-5,9,-4,7,0,0,0
1795,"[[1, -1, 0], [-1, 1, 0], [-1, -1, 0]]",0,"[-7, 3, -9, 6, -5, 0, 0, 0, 0]",0,-7,3,-9,6,-5,0,0,0,0
1796,"[[0, 1, 0], [1, 1, 1], [0, 0, 1]]",1,"[7, -8, 5, -3, 9, -5, 4, -7, 6]",1,7,-8,5,-3,9,-5,4,-7,6
